"","X","Plot","TagID","Year_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","logsize_t","logsize_t1","ant_t","ant_t1","Antcount_t","Year_t1","Recruit","Survival_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","flower1_YN","Newplant","Damage","NP_adult","NP_juv","CV","WVL","MA","plot_ID"
"38",38,"T1","SJ5",2004,0,0,0,6.40048763797864,6.94571468846196,"vacant","crem",0,2005,"0",1,0,0,NA,6,FALSE,0,NA,NA,NA,NA,NA,NA,"T1 SJ5"
"39",39,"T1","SJ7",2004,0,0,0,8.33200904958185,8.42731922938618,"liom","vacant",3,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T1 SJ7"
"40",40,"T1","SJ9",2004,0,0,0,5.03655018396003,3.86520260695017,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T1 SJ9"
"41",41,"T2","AD1",2004,25,26,1,12.3599229425143,12.2566191705155,"liom","liom",6,2005,"0",1,20,20,0,38,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD1"
"42",42,"T2","AD11",2004,1,1,0,10.814602587204,10.8254904669565,"vacant","vacant",0,2005,"0",1,1,1,0,0,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD11"
"43",43,"T2","AD12",2004,18,18,0,13.2677985685146,12.7636926374163,"vacant","crem",0,2005,"0",1,15,17,2,27,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD12"
"44",44,"T2","AD14",2004,11,18,7,12.7759034634961,12.0038891269835,"vacant","liom",0,2005,"0",1,11,23,12,9,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD14"
"45",45,"T2","AD15",2004,16,16,0,12.3791312161526,12.3313182052101,"vacant","liom",0,2005,"0",1,9,9,0,44,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD15"
"46",46,"T2","AD16",2004,12,12,0,11.5951821087674,11.2286935433803,"vacant","liom",0,2005,"0",1,2,2,0,5,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD16"
"47",47,"T2","AD17",2004,13,13,0,11.5909970518924,10.9455200401472,"liom","liom",10,2005,"0",1,0,0,NA,12,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 AD17"
"48",48,"T2","AD18",2004,19,19,0,11.7018525300131,12.3374500866623,"vacant","liom",0,2005,"0",1,22,23,1,18,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD18"
"49",49,"T2","AD19",2004,22,26,4,11.2062463026104,10.9474919974862,"vacant","liom",0,2005,"0",1,5,5,0,12,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD19"
"50",50,"T2","AD22",2004,10,12,2,11.8305957526734,11.520209973862,"vacant","liom",0,2005,"0",1,4,4,0,26,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD22"
"51",51,"T2","AD23",2004,28,29,1,13.4036637625782,13.1694336456504,"liom","liom",11,2005,"0",1,9,9,0,16,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD23"
"52",52,"T2","AD24",2004,10,10,0,12.3403613636047,12.2848319698914,"liom","liom",33,2005,"0",1,7,7,0,27,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD24"
"53",53,"T2","AD28",2004,1,1,0,11.2457354420608,11.4904784471639,"crem","crem",4,2005,"0",1,15,17,2,50,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD28"
"54",54,"T2","AD29",2004,11,11,0,11.9425539299034,11.6673676181983,"vacant","liom",0,2005,"0",1,3,4,1,9,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD29"
"55",55,"T2","AD3",2004,12,12,0,11.4018774252387,11.0488380790816,"liom","liom",32,2005,"0",1,1,1,0,16,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD3"
"56",56,"T2","AD30",2004,10,11,1,11.8930121685546,11.5662073373355,"vacant","liom",0,2005,"0",1,12,13,1,21,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD30"
"57",57,"T2","AD4",2004,8,18,10,14.6718968192512,12.6631203902507,"vacant","crem",0,2005,"0",1,16,25,9,23,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD4"
"58",58,"T2","AD6",2004,13,13,0,11.9146769643943,11.0672354442213,"liom","liom",50,2005,"0",1,4,6,2,38,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD6"
"59",59,"T2","AD7",2004,10,11,1,12.6809241860923,12.4212450169675,"liom","liom",11,2005,"0",1,8,11,3,18,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD7"
"60",60,"T2","AD9",2004,13,13,0,11.4202406592711,11.1105719356533,"vacant","liom",0,2005,"0",1,4,4,0,13,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 AD9"
"61",61,"T2","LJ10",2004,0,0,0,10.6481564516736,9.63629752962667,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 LJ10"
"62",62,"T2","LJ11",2004,0,0,0,8.59175246222883,9.34607012784716,"crem","liom",19,2005,"0",1,0,0,NA,2,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 LJ11"
"63",63,"T2","LJ12",2004,0,0,0,10.989143956679,10.1545032606903,"vacant","other",0,2005,"0",1,0,0,NA,4,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 LJ12"
"64",64,"T2","LJ14",2004,0,0,0,10.5293596429223,10.3601572968741,"vacant","liom",0,2005,"0",1,0,0,NA,1,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 LJ14"
"65",65,"T2","LJ17",2004,0,0,0,10.7535778853662,10.8855146684607,"liom","crem",6,2005,"0",1,0,0,NA,27,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 LJ17"
"66",66,"T2","LJ2",2004,0,0,0,10.13346718603,10.055484280871,NA,"liom",27,2005,"0",1,0,0,NA,53,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 LJ2"
"67",67,"T2","LJ5",2004,0,0,0,11.1029423380748,11.028014731068,"crem","vacant",11,2005,"0",1,0,1,1,0,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 LJ5"
"68",68,"T2","LJ6",2004,0,0,0,11.0380324133272,11.1656003940206,"vacant","vacant",0,2005,"0",1,7,7,0,0,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 LJ6"
"69",69,"T2","LJ7",2004,0,3,3,12.7688865999492,12.3779800275197,"liom","liom",38,2005,"0",1,7,7,0,18,TRUE,0,NA,NA,NA,NA,NA,NA,"T2 LJ7"
"70",70,"T2","LJ9",2004,0,0,0,10.5893911097299,9.58515001845972,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 LJ9"
"71",71,"T2","SJ1",2004,0,0,0,8.65351705648368,7.94989857605644,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 SJ1"
"72",72,"T2","SJ10",2004,0,0,0,6.33768673673961,6.35830602394235,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 SJ10"
"73",73,"T2","SJ12",2004,0,0,0,6.77115123934813,7.49328595678133,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 SJ12"
"74",74,"T2","SJ13",2004,0,0,0,7.97740235870718,7.56227882826828,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 SJ13"
"75",75,"T2","SJ14",2004,0,0,0,6.26072569560348,6.30725139304042,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 SJ14"
"76",76,"T2","SJ16",2004,0,0,0,7.0855588169888,7.66774137953662,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 SJ16"
"77",77,"T2","SJ17",2004,0,0,0,6.88076440434279,7.05264297263788,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 SJ17"
"78",78,"T2","SJ2",2004,0,0,0,7.6397436477526,7.08407843181837,"vacant","liom",0,2005,"0",1,0,0,NA,11,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 SJ2"
"79",79,"T2","SJ3",2004,0,0,0,3.42199717085916,2.81870631942107,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 SJ3"
"80",80,"T2","SJ9",2004,0,0,0,7.58434646219531,7.79198582697356,"crem","crem",2,2005,"0",1,0,0,NA,6,FALSE,0,NA,NA,NA,NA,NA,NA,"T2 SJ9"
"81",81,"T3","AD1",2004,7,7,0,11.5710655021287,11.1174811065371,"liom","other",2,2005,"0",1,22,23,1,3,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD1"
"82",82,"T3","AD10",2004,19,24,5,11.9420137232654,11.7457596342012,"liom","liom",22,2005,"0",1,4,5,1,12,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD10"
"83",83,"T3","AD12",2004,6,7,1,12.7071056145357,11.3977072560166,"vacant","liom",0,2005,"0",1,16,18,2,7,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD12"
"84",84,"T3","AD13",2004,17,18,1,12.1693085088141,11.5465452893215,"vacant","vacant",0,2005,"0",1,8,8,0,0,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD13"
"85",85,"T3","AD15",2004,2,2,0,11.3208112534158,11.167324597004,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 AD15"
"86",86,"T3","AD17",2004,30,30,0,12.2890042158342,11.7841856141319,"vacant","liom",0,2005,"0",1,1,4,3,1,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD17"
"87",87,"T3","AD18",2004,9,9,0,12.6117091387819,11.891399698439,"liom","liom",4,2005,"0",1,8,8,0,7,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD18"
"88",88,"T3","AD19",2004,27,27,0,11.5414899029039,10.6237988423603,"vacant","liom",0,2005,"0",1,7,7,0,17,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD19"
"89",89,"T3","AD20",2004,7,10,3,11.1507853082354,10.8170364650243,"vacant","liom",0,2005,"0",1,16,18,2,2,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD20"
"90",90,"T3","AD21",2004,14,14,0,12.1934906418527,11.5833087543561,"vacant","vacant",0,2005,"0",1,6,6,0,0,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD21"
"91",91,"T3","AD22",2004,9,10,1,10.370295431082,10.5150166102494,"vacant","vacant",0,2005,"0",1,4,4,0,0,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD22"
"92",92,"T3","AD24",2004,13,18,5,12.1502959350301,11.8173375177087,"vacant","vacant",0,2005,"0",1,12,12,0,0,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD24"
"93",93,"T3","AD25",2004,7,7,0,11.3811118536589,11.0870414382431,"liom","liom",2,2005,"0",1,0,0,NA,15,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 AD25"
"94",94,"T3","AD28",2004,19,19,0,11.1542839547662,10.9696780272786,"vacant","vacant",0,2005,"0",1,3,5,2,0,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD28"
"95",95,"T3","AD3",2004,31,38,7,11.8730505597708,12.2672121591277,"liom","liom",22,2005,"0",1,20,25,5,45,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD3"
"96",96,"T3","AD30",2004,3,3,0,11.2768260291308,10.5397639987646,"liom","liom",12,2005,"0",1,3,3,0,34,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD30"
"97",97,"T3","AD5",2004,5,5,0,12.2841054896561,11.8099262863662,"liom","liom",18,2005,"0",1,7,12,5,12,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD5"
"98",98,"T3","AD6",2004,25,25,0,11.4867411503961,11.2917516793475,"liom","liom",36,2005,"0",1,10,15,5,51,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD6"
"99",99,"T3","AD7",2004,25,26,1,12.2914109558647,12.0552899304131,"liom","liom",12,2005,"0",1,33,35,2,33,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD7"
"100",100,"T3","AD8",2004,13,13,0,12.012885550833,11.9131613656686,"liom","liom",14,2005,"0",1,12,13,1,25,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 AD8"
"101",101,"T3","LJ13",2004,0,0,0,8.64438373462401,8.84283467334784,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 LJ13"
"102",102,"T3","LJ14",2004,0,0,0,10.6808425970245,10.3836577146775,"vacant","vacant",0,2005,"0",1,2,3,1,0,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 LJ14"
"103",103,"T3","LJ17",2004,0,0,0,10.189556652681,10.3159027099257,"liom","liom",17,2005,"0",1,0,0,NA,26,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 LJ17"
"104",104,"T3","LJ18",2004,0,0,0,11.0009860586801,10.7950575583055,"liom","liom",22,2005,"0",1,0,0,NA,34,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 LJ18"
"105",105,"T3","LJ19",2004,0,0,0,10.3978423496695,10.2890906988916,"liom","liom",26,2005,"0",1,0,0,NA,6,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 LJ19"
"106",106,"T3","LJ2",2004,0,0,0,10.821400481705,10.968085751059,"liom","liom",28,2005,"0",1,0,0,NA,15,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 LJ2"
"107",107,"T3","LJ20",2004,0,0,0,9.77347935946048,9.31087512919204,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 LJ20"
"108",108,"T3","LJ4",2004,0,0,0,11.2087725658858,11.1625092014509,"liom","liom",21,2005,"0",1,8,8,0,28,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 LJ4"
"109",109,"T3","LJ6",2004,0,0,0,9.85221280370877,9.98158214228338,"liom","other",18,2005,"0",1,0,1,1,4,TRUE,0,NA,NA,NA,NA,NA,NA,"T3 LJ6"
"110",110,"T3","LJ8",2004,0,0,0,8.65351705648368,9.34542420499819,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 LJ8"
"111",111,"T3","SJ10",2004,0,0,0,5.99871136990028,6.63228925203596,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 SJ10"
"112",112,"T3","SJ11",2004,0,0,0,7.76402501197592,6.90913698232204,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 SJ11"
"113",113,"T3","SJ12",2004,0,0,0,7.98349229334459,8.30421617299766,"liom","vacant",8,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 SJ12"
"114",114,"T3","SJ13",2004,0,0,0,6.48386924691769,6.72257113714775,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 SJ13"
"115",115,"T3","SJ14",2004,0,0,0,8.74667346989989,8.46487071578428,"liom","liom",9,2005,"0",1,0,0,NA,1,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 SJ14"
"116",116,"T3","SJ15",2004,0,0,0,8.22664853392403,8.64175221490409,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 SJ15"
"117",117,"T3","SJ19",2004,0,0,0,6.8342443887079,6.20692927099781,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 SJ19"
"118",118,"T3","SJ3",2004,0,0,0,5.03655018396003,2.12555913886113,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 SJ3"
"119",119,"T3","SJ5",2004,0,0,0,7.94712464917371,7.65845443434904,"crem","vacant",2,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 SJ5"
"120",120,"T3","SJ9",2004,0,0,0,7.50083754654529,7.40931791657661,"liom","vacant",2,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA,"T3 SJ9"
"121",121,"T1","HT1B1",2005,NA,NA,NA,-3.34265726448231,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"T1 HT1B1"
"122",122,"T2","HT2B3",2005,NA,NA,NA,-4.29668832433931,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"T2 HT2B3"
"123",123,"T2","HT2B3",2005,NA,NA,NA,-3.27811874334474,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"T2 HT2B3"
"124",124,"T2","HT2B3",2005,NA,NA,NA,-2.25646749581276,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"T2 HT2B3"
"125",125,"T2","HT2B3",2005,NA,NA,NA,-2.87265363523657,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"T2 HT2B3"
"126",126,"T3","HT3B1",2005,NA,NA,NA,-3.41165013596926,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"T3 HT3B1"
"127",127,"T3","HT3B1",2005,NA,NA,NA,-3.34265726448231,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"T3 HT3B1"
"128",128,"T3","HT3B2",2005,NA,NA,NA,-2.29728949033301,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"T3 HT3B2"
"129",129,"T3","HT3B2",2005,NA,NA,NA,-3.36187675161554,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"T3 HT3B2"
"130",130,"T3","HT3B2",2005,NA,NA,NA,-3.10626848641808,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"T3 HT3B2"
"131",131,"T3","HT3B2",2005,NA,NA,NA,-3.36187675161554,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"T3 HT3B2"
"132",132,"T3","HT3B3",2005,NA,NA,NA,-2.43082088295753,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"T3 HT3B3"
"133",133,"T4","HT4B1",2005,NA,NA,NA,-4.78219614012101,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"T4 HT4B1"
"134",134,"T4","HT4B2",2005,NA,NA,NA,-3.41165013596926,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"T4 HT4B2"
"135",135,"T1","AD10",2005,3,3,0,11.088741388495,11.5353265355342,"vacant","crem",0,2006,"0",1,0,2,2,20,TRUE,0,NA,NA,NA,NA,NA,NA,"T1 AD10"
"136",136,"T1","AD11",2005,3,3,0,10.0923978208778,10.285036666406,"crem","crem",27,2006,"0",1,0,0,NA,25,FALSE,0,NA,NA,NA,NA,NA,NA,"T1 AD11"
