"","Plot","TagID","Year_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","logsize_t","logsize_t1","ant_t","ant_t1","Antcount_t","Year_t1","Recruit","Survival_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","flower1_YN","Newplant","Damage","NP_adult","NP_juv","CV","WVL","MA"
"79","T2","SJ3",2004,0,0,0,3.42199717085916,2.81870631942107,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
"80","T2","SJ9",2004,0,0,0,7.58434646219531,7.79198582697356,"crem","crem",2,2005,"0",1,0,0,NA,6,FALSE,0,NA,NA,NA,NA,NA,NA
"81","T3","AD1",2004,7,7,0,11.5710655021287,11.1174811065371,"liom","other",2,2005,"0",1,22,23,1,3,TRUE,0,NA,NA,NA,NA,NA,NA
"82","T3","AD10",2004,19,24,5,11.9420137232654,11.7457596342012,"liom","liom",22,2005,"0",1,4,5,1,12,TRUE,0,NA,NA,NA,NA,NA,NA
"83","T3","AD12",2004,6,7,1,12.7071056145357,11.3977072560166,"vacant","liom",0,2005,"0",1,16,18,2,7,TRUE,0,NA,NA,NA,NA,NA,NA
"84","T3","AD13",2004,17,18,1,12.1693085088141,11.5465452893215,"vacant","vacant",0,2005,"0",1,8,8,0,0,TRUE,0,NA,NA,NA,NA,NA,NA
"85","T3","AD15",2004,2,2,0,11.3208112534158,11.167324597004,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
"86","T3","AD17",2004,30,30,0,12.2890042158342,11.7841856141319,"vacant","liom",0,2005,"0",1,1,4,3,1,TRUE,0,NA,NA,NA,NA,NA,NA
"87","T3","AD18",2004,9,9,0,12.6117091387819,11.891399698439,"liom","liom",4,2005,"0",1,8,8,0,7,TRUE,0,NA,NA,NA,NA,NA,NA
"88","T3","AD19",2004,27,27,0,11.5414899029039,10.6237988423603,"vacant","liom",0,2005,"0",1,7,7,0,17,TRUE,0,NA,NA,NA,NA,NA,NA
"89","T3","AD20",2004,7,10,3,11.1507853082354,10.8170364650243,"vacant","liom",0,2005,"0",1,16,18,2,2,TRUE,0,NA,NA,NA,NA,NA,NA
"90","T3","AD21",2004,14,14,0,12.1934906418527,11.5833087543561,"vacant","vacant",0,2005,"0",1,6,6,0,0,TRUE,0,NA,NA,NA,NA,NA,NA
"91","T3","AD22",2004,9,10,1,10.370295431082,10.5150166102494,"vacant","vacant",0,2005,"0",1,4,4,0,0,TRUE,0,NA,NA,NA,NA,NA,NA
"92","T3","AD24",2004,13,18,5,12.1502959350301,11.8173375177087,"vacant","vacant",0,2005,"0",1,12,12,0,0,TRUE,0,NA,NA,NA,NA,NA,NA
"93","T3","AD25",2004,7,7,0,11.3811118536589,11.0870414382431,"liom","liom",2,2005,"0",1,0,0,NA,15,FALSE,0,NA,NA,NA,NA,NA,NA
"94","T3","AD28",2004,19,19,0,11.1542839547662,10.9696780272786,"vacant","vacant",0,2005,"0",1,3,5,2,0,TRUE,0,NA,NA,NA,NA,NA,NA
"95","T3","AD3",2004,31,38,7,11.8730505597708,12.2672121591277,"liom","liom",22,2005,"0",1,20,25,5,45,TRUE,0,NA,NA,NA,NA,NA,NA
"96","T3","AD30",2004,3,3,0,11.2768260291308,10.5397639987646,"liom","liom",12,2005,"0",1,3,3,0,34,TRUE,0,NA,NA,NA,NA,NA,NA
"97","T3","AD5",2004,5,5,0,12.2841054896561,11.8099262863662,"liom","liom",18,2005,"0",1,7,12,5,12,TRUE,0,NA,NA,NA,NA,NA,NA
"98","T3","AD6",2004,25,25,0,11.4867411503961,11.2917516793475,"liom","liom",36,2005,"0",1,10,15,5,51,TRUE,0,NA,NA,NA,NA,NA,NA
"99","T3","AD7",2004,25,26,1,12.2914109558647,12.0552899304131,"liom","liom",12,2005,"0",1,33,35,2,33,TRUE,0,NA,NA,NA,NA,NA,NA
"100","T3","AD8",2004,13,13,0,12.012885550833,11.9131613656686,"liom","liom",14,2005,"0",1,12,13,1,25,TRUE,0,NA,NA,NA,NA,NA,NA
"101","T3","LJ13",2004,0,0,0,8.64438373462401,8.84283467334784,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
"102","T3","LJ14",2004,0,0,0,10.6808425970245,10.3836577146775,"vacant","vacant",0,2005,"0",1,2,3,1,0,TRUE,0,NA,NA,NA,NA,NA,NA
"103","T3","LJ17",2004,0,0,0,10.189556652681,10.3159027099257,"liom","liom",17,2005,"0",1,0,0,NA,26,FALSE,0,NA,NA,NA,NA,NA,NA
"104","T3","LJ18",2004,0,0,0,11.0009860586801,10.7950575583055,"liom","liom",22,2005,"0",1,0,0,NA,34,FALSE,0,NA,NA,NA,NA,NA,NA
"105","T3","LJ19",2004,0,0,0,10.3978423496695,10.2890906988916,"liom","liom",26,2005,"0",1,0,0,NA,6,FALSE,0,NA,NA,NA,NA,NA,NA
"106","T3","LJ2",2004,0,0,0,10.821400481705,10.968085751059,"liom","liom",28,2005,"0",1,0,0,NA,15,FALSE,0,NA,NA,NA,NA,NA,NA
"107","T3","LJ20",2004,0,0,0,9.77347935946048,9.31087512919204,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
"108","T3","LJ4",2004,0,0,0,11.2087725658858,11.1625092014509,"liom","liom",21,2005,"0",1,8,8,0,28,TRUE,0,NA,NA,NA,NA,NA,NA
"109","T3","LJ6",2004,0,0,0,9.85221280370877,9.98158214228338,"liom","other",18,2005,"0",1,0,1,1,4,TRUE,0,NA,NA,NA,NA,NA,NA
"110","T3","LJ8",2004,0,0,0,8.65351705648368,9.34542420499819,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
"111","T3","SJ10",2004,0,0,0,5.99871136990028,6.63228925203596,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
"112","T3","SJ11",2004,0,0,0,7.76402501197592,6.90913698232204,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
"113","T3","SJ12",2004,0,0,0,7.98349229334459,8.30421617299766,"liom","vacant",8,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
"114","T3","SJ13",2004,0,0,0,6.48386924691769,6.72257113714775,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
"115","T3","SJ14",2004,0,0,0,8.74667346989989,8.46487071578428,"liom","liom",9,2005,"0",1,0,0,NA,1,FALSE,0,NA,NA,NA,NA,NA,NA
"116","T3","SJ15",2004,0,0,0,8.22664853392403,8.64175221490409,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
"117","T3","SJ19",2004,0,0,0,6.8342443887079,6.20692927099781,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
"118","T3","SJ3",2004,0,0,0,5.03655018396003,2.12555913886113,"vacant","vacant",0,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
"119","T3","SJ5",2004,0,0,0,7.94712464917371,7.65845443434904,"crem","vacant",2,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
"120","T3","SJ9",2004,0,0,0,7.50083754654529,7.40931791657661,"liom","vacant",2,2005,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
"121","T1","HT1B1",2005,NA,NA,NA,-3.34265726448231,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"122","T2","HT2B3",2005,NA,NA,NA,-4.29668832433931,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"123","T2","HT2B3",2005,NA,NA,NA,-3.27811874334474,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"124","T2","HT2B3",2005,NA,NA,NA,-2.25646749581276,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"125","T2","HT2B3",2005,NA,NA,NA,-2.87265363523657,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"126","T3","HT3B1",2005,NA,NA,NA,-3.41165013596926,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"127","T3","HT3B1",2005,NA,NA,NA,-3.34265726448231,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"128","T3","HT3B2",2005,NA,NA,NA,-2.29728949033301,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"129","T3","HT3B2",2005,NA,NA,NA,-3.36187675161554,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"130","T3","HT3B2",2005,NA,NA,NA,-3.10626848641808,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"131","T3","HT3B2",2005,NA,NA,NA,-3.36187675161554,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"132","T3","HT3B3",2005,NA,NA,NA,-2.43082088295753,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"133","T4","HT4B1",2005,NA,NA,NA,-4.78219614012101,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"134","T4","HT4B2",2005,NA,NA,NA,-3.41165013596926,NA,"vacant",NA,0,2006,"1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"135","T1","AD10",2005,3,3,0,11.088741388495,11.5353265355342,"vacant","crem",0,2006,"0",1,0,2,2,20,TRUE,0,NA,NA,NA,NA,NA,NA
"136","T1","AD11",2005,3,3,0,10.0923978208778,10.285036666406,"crem","crem",27,2006,"0",1,0,0,NA,25,FALSE,0,NA,NA,NA,NA,NA,NA
"137","T1","AD14",2005,12,13,1,12.0538917313944,13.0428097525813,"liom","liom",36,2006,"0",1,3,3,0,49,TRUE,0,NA,NA,NA,NA,NA,NA
"138","T1","AD15",2005,2,2,0,10.5889559056717,10.7576311527864,"liom","liom",4,2006,"0",1,0,1,1,17,TRUE,0,NA,NA,NA,NA,NA,NA
"139","T1","AD16",2005,4,4,0,11.5539124229025,11.1980158034739,"liom","liom",17,2006,"0",1,6,10,4,28,TRUE,0,NA,NA,NA,NA,NA,NA
"140","T1","AD17",2005,18,18,0,11.2464661691667,11.2775567562368,"crem","liom",49,2006,"0",1,11,17,6,60,TRUE,0,NA,NA,NA,NA,NA,NA
"141","T1","AD18",2005,11,11,0,11.0750540923391,10.891817007543,"crem","liom",18,2006,"0",1,1,1,0,46,TRUE,0,NA,NA,NA,NA,NA,NA
"142","T1","AD19",2005,11,11,0,11.1279543300714,11.075586344554,"liom","liom",41,2006,"0",1,0,1,1,37,TRUE,0,NA,NA,NA,NA,NA,NA
"143","T1","AD20",2005,2,7,5,11.5917068689703,10.8658958815916,"liom","liom",8,2006,"0",1,19,19,0,46,TRUE,0,NA,NA,NA,NA,NA,NA
"144","T1","AD21",2005,6,6,0,12.3652747575863,12.3919521850866,"liom","liom",25,2006,"0",1,3,3,0,49,TRUE,0,NA,NA,NA,NA,NA,NA
"145","T1","AD22",2005,6,6,0,10.4432413787189,10.143361084137,"liom","liom",3,2006,"0",1,1,2,1,41,TRUE,0,NA,NA,NA,NA,NA,NA
"146","T1","AD23",2005,31,31,0,12.1582486572046,12.2968648065472,"liom","liom",29,2006,"0",1,5,7,2,55,TRUE,0,NA,NA,NA,NA,NA,NA
"147","T1","AD27",2005,23,25,2,11.6461950542544,11.096316887876,"vacant","crem",0,2006,"0",1,5,22,17,15,TRUE,0,NA,NA,NA,NA,NA,NA
"148","T1","AD28",2005,5,5,0,11.292652703834,11.1955269133002,"crem","crem",23,2006,"0",1,0,0,NA,8,FALSE,0,NA,NA,NA,NA,NA,NA
"149","T1","AD29",2005,26,27,1,11.8790483163082,12.9038871389705,"other","liom",8,2006,"0",1,9,9,0,25,TRUE,0,NA,NA,NA,NA,NA,NA
"150","T1","AD3",2005,9,13,4,11.2101015310003,11.2852375960351,"crem","crem",33,2006,"0",1,1,1,0,18,TRUE,0,NA,NA,NA,NA,NA,NA
"151","T1","AD4",2005,17,18,1,11.5966320360883,11.8984364744102,"other","vacant",4,2006,"0",1,3,5,2,0,TRUE,0,NA,NA,NA,NA,NA,NA
"152","T1","AD6",2005,1,1,0,11.4847450719455,11.8158921459309,"liom","crem",36,2006,"0",1,0,0,NA,32,FALSE,0,NA,NA,NA,NA,NA,NA
"153","T1","AD8",2005,21,21,0,12.595392904125,12.5530008358846,"liom","liom",55,2006,"0",1,16,19,3,72,TRUE,0,NA,NA,NA,NA,NA,NA
"154","T1","AD9",2005,6,6,0,10.8260265581361,11.2169408820983,"vacant","crem",0,2006,"0",1,0,4,4,26,TRUE,0,NA,NA,NA,NA,NA,NA
"155","T1","LJ11",2005,0,0,0,9.74335712426986,7.32198219772782,"crem","crem",18,2006,"0",1,0,0,NA,3,FALSE,0,NA,NA,NA,NA,NA,NA
"156","T1","LJ12",2005,0,0,0,10.8737201916871,10.6991326637135,"crem","crem",23,2006,"0",1,0,0,NA,20,FALSE,0,NA,NA,NA,NA,NA,NA
"157","T1","LJ13",2005,0,0,0,9.71906320390134,9.63329638214391,"vacant","vacant",0,2006,"0",1,0,0,NA,0,FALSE,0,NA,NA,NA,NA,NA,NA
